"CNPJ ENTIDADE";"NOME ENTIDADE";"NÚMERO CONVÊNIO";"ÓRGÃO CONCEDENTE";"MOTIVO DO IMPEDIMENTO"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"520759";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"511174";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"525443";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"411148";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"466618";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"525254";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"ATRASO NA DEVOLUCAO DE RECURSOS"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"380700";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"480727";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"487607";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"484522";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"28494987000167";"CENTRO INT DESENV ASSENTADOS E PEQ AGRIC EST ESP SANTO";"525005";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"ATRASO NA DEVOLUCAO DE RECURSOS"
"02316346000129";"ASSOCIACAO DOS ARTESAOS DE ASSIS";"542975";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"89336945000192";"SAO RAFAEL HOSPITAL BENEFICENTE";"545569";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01977821000145";"COLONIA Z-9 DO PONTAL DO ARAGUAIA E BARRA DO GARCAS-MT";"530161";"Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"54131545000166";"FUNDACAO ECONOMIA DE CAMPINAS";"749296";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"00516203000135";"CENTRO DE TRADICOES POPULARES";"311301";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04159170000174";"ASSOCIACAO DO ASSENTAMENTO PA. ALDEIA";"513513";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"NAO CUMPRIU COM OS RECURSOS DA CONTRAPARTIDA"
"15587025000100";"ASSOCIACAO BENEFICIENTE HOSPITAL SAO JOAO DE DEUS";"497482";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"15587025000100";"ASSOCIACAO BENEFICIENTE HOSPITAL SAO JOAO DE DEUS";"507707";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"39387931000120";"INSTITUTO DE PESQUISA E EDUCACAO (IPE)";"540139";"Ministério da Educação - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"23498769000187";"FEDERACAO DAS ASSOCIACOES DE MORADORES DO ESTADO DO PI";"518085";"Ministério do Esporte - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"23498769000187";"FEDERACAO DAS ASSOCIACOES DE MORADORES DO ESTADO DO PI";"725057";"Ministério do Esporte - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"03623963000130";"CENTRO SOCIAL ANGELINA BARRETO";"736408";"Ministério do Esporte - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"03623963000130";"CENTRO SOCIAL ANGELINA BARRETO";"542087";"Ministério da Saúde - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"03623963000130";"CENTRO SOCIAL ANGELINA BARRETO";"519903";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04692431000117";"ASSOCIACAO COMUNITARIA RURAL DOS MORADORES DO SITIO SAO MATEUS, OLHO D'AGUA, EMBURANAS - ADJACENCIAS";"534755";"Ministério do Turismo - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"07471844000160";"FEDERACAO DE CONVENTION & VISITORS BUREAUX DO ESTADO DE SAO PAULO";"748694";"Ministério do Turismo - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"07471844000160";"FEDERACAO DE CONVENTION & VISITORS BUREAUX DO ESTADO DE SAO PAULO";"563183";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"04335155000130";"ASSOCIACAO DE FORMACAO SOCIAL - CULTURAL E AMBIENTAL DO BARRETO - AFSCAB";"520005";"Ministério da Cultura - Unidades com vínculo direto";"ATRASO NA DEVOLUCAO DE RECURSOS"
"04167336000102";"ASSOCIACAO DOS USUARIOS DO DISTRITO DE IRRIGACAO DO PERIMETRO IRRIGADO CURU PENTECOSTE";"506177";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03388663000113";"SANTA CASA DE JI-PARANA";"645550";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05395850000150";"FEDERACAO DOS TRABALHADORES RURAIS AGRICULTORES E AGRICULTORAS FAMILIARES DO ESTADO DO ACRE - FETACRE";"489614";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"08568124000180";"INSTITUTO NACIONAL DE EXCELENCIA EM POLITICAS PUBLICAS - INEPP";"734520";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"30200935000182";"SOCIEDADE EDUCACIONAL SANTA RITA";"236258";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"30200935000182";"SOCIEDADE EDUCACIONAL SANTA RITA";"215084";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"30200935000182";"SOCIEDADE EDUCACIONAL SANTA RITA";"229600";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"40638447000105";"ASSOCIACAO DE ARTESAOS DO PILAR";"589548";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"00503348000100";"INSTITUTO PAULISTA DE ENSINO E CULTURA IPEC SAO PAULO";"408499";"Ministério da Educação - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"05338770000162";"CLUBE DE MAES E PAIS SANTA CATARINA";"580084";"Ministério do Esporte - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"61054003000100";"INSTITUTO CULTURAL DO TRABALHO";"388153";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"61054003000100";"INSTITUTO CULTURAL DO TRABALHO";"412660";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"00898019000105";"CONGRESSO NACIONAL AFRO-BRASILEIRO";"582803";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00898019000105";"CONGRESSO NACIONAL AFRO-BRASILEIRO";"620786";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"00898019000105";"CONGRESSO NACIONAL AFRO-BRASILEIRO";"579302";"Ministério da Educação - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"378849";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"589753";"Ministério da Educação - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"503666";"Ministério da Igualdade Racial - Unidades com vínculo direto";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"429587";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"542632";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"NAO CUMPRIU COM OS RECURSOS DA CONTRAPARTIDA"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"592733";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"403536";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"430315";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"TOMADA DE CONTAS BAIXADA PELO TCU"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"486546";"Ministério da Educação - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"401361";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"553602";"Ministério dos Transportes - Unidades com vínculo direto";"UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"506122";"Ministério das Cidades - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"618144";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03151583000140";"FUNDACAO DE GESTAO E INOVACAO";"473046";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03605670000120";"ASSOCIACAO CULTURAL COMUNITARIA DE CAMPOS DO JORDAO";"611032";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03200312000137";"SOLIDARIEDADE";"748276";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"25061706000194";"ASSOCIACAO COMUNITARIA SANTO ANTONIO DE ITAGUATINS";"406911";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"25061706000194";"ASSOCIACAO COMUNITARIA SANTO ANTONIO DE ITAGUATINS";"406910";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03568047000144";"IBRAE - INSTITUTO BRASILEIRO DO EMPREENDEDOR";"701449";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"36863447000131";"SOCIEDADE CRUZ SANTA ASEOPO AFONJA ILE OSUM";"579470";"Ministério da Cultura - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02958167000195";"MOVIMENTO PRO-CIDADE DE GOIAS";"393639";"Ministério do Turismo - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"12720009000156";"SINDICATO DOS GUIAS DE TURISMO DO ESTADO DE ALAGOAS";"703306";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"514581";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"566899";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"598035";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"483763";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"510774";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"600249";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"490774";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"620810";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"522804";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"481951";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"68342435000158";"CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRASILLTDA";"489151";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"29867538000180";"REENCONTRO OBRAS SOCIAIS E EDUCACIONAIS";"456852";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"29867538000180";"REENCONTRO OBRAS SOCIAIS E EDUCACIONAIS";"507332";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"29867538000180";"REENCONTRO OBRAS SOCIAIS E EDUCACIONAIS";"498175";"Ministério da Saúde - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"80901028000139";"ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS";"579422";"Ministério da Educação - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"08275287000174";"INSTITUTO NOBILIS";"782381";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"07209491000124";"CASA DE PESSOAS VIVENDO E CONVIVENDO COM HIV/AIDS";"568213";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"02922309000164";"INSTITUTO CEARA ESPORTE TOTAL";"751008";"Ministério do Esporte - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"02922309000164";"INSTITUTO CEARA ESPORTE TOTAL";"724188";"Ministério do Esporte - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"02922309000164";"INSTITUTO CEARA ESPORTE TOTAL";"722915";"Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"15905615000134";"ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FAT.SUL";"379975";"Ministério da Educação - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04608290000101";"INSTITUTO SEM FRONTEIRAS";"569168";"Ministério da Saúde - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04791997000104";"INSTITUTO PAULINE REICHSTUL DE EDUCACAO TECNOLOGICA, DIREITOS HUMANOS, ASSISTENCIA TECNICA E DEFESA DO MEIO AMBIENTE";"782973";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"04791997000104";"INSTITUTO PAULINE REICHSTUL DE EDUCACAO TECNOLOGICA, DIREITOS HUMANOS, ASSISTENCIA TECNICA E DEFESA DO MEIO AMBIENTE";"799478";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"04791997000104";"INSTITUTO PAULINE REICHSTUL DE EDUCACAO TECNOLOGICA, DIREITOS HUMANOS, ASSISTENCIA TECNICA E DEFESA DO MEIO AMBIENTE";"791655";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04471278000106";"GERA VIDA IGREJA CRISTA";"572773";"Ministério do Esporte - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"95196044000145";"SOCIEDADE BENEFICENTE ROQUE GONZALES";"832358";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05560772000100";"COOPEDUC/DF - COOPERATIVA DE TRABALHO DOS PROFISSIONAIS DE EDUCACAO DE DISTRITO FEDERAL";"706713";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"06293465000164";"ASSOCIACAO PRO OBRAS SOCIAIS DO SANTUARIO ESTADUAL NOSSA SENHORA DO ROCIO";"573220";"Ministério do Turismo - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04401368000112";"ECONG-ORGANIZACAO NAO GOV. DE DEFESA AO MEIO AMBIENTE E PATR. CULTURAL";"550861";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"32987935000108";"FUNDACAO DE EXPER PESQ E PLANEJAM EDUCAC E COMUNITARIOS";"042026";"Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"32987935000108";"FUNDACAO DE EXPER PESQ E PLANEJAM EDUCAC E COMUNITARIOS";"229442";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"02845836000112";"IHN - INSTITUTO DE HOSPITALIDADE DO NORDESTE";"377350";"Ministério do Turismo - Unidades com vínculo direto";"PENDENTE DE CLASSIFICACAO DE MOTIVO"
"02320170000189";"ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS 17 DE ABRIL";"469521";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04646895000197";"ASSOCIACAO BANDA MARCIAL PIO XII";"573043";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06194028000193";"ASSOCIACAO DO TRABALHO E ECONOMIA SOLIDARIA - ATES";"579348";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"08307907000100";"ASSOCIACAO DOS PEQUENOS PRODUTORES DE LEITE DE PAUS PRETOS";"730400";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"O CONVENENTE TEVE SUA P.C. APROVADA"
"03112951000140";"COIMP - CONSORCIO INTEGRADO DOS MUNICIPIOS PARAENSES";"514649";"Ministério da Educação - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04848802000107";"INSTITUTO GENARO KREBS";"615296";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"04848802000107";"INSTITUTO GENARO KREBS";"615416";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"01096109000137";"FUNDACAO PARQUE DE EVENTOS E DESENV DE BENTO GONCALVES";"702952";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"01096109000137";"FUNDACAO PARQUE DE EVENTOS E DESENV DE BENTO GONCALVES";"622043";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"02790714000176";"ASSOCIACAO COMUNITARIA VAZANTE";"524814";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"NAO CUMPRIU COM OS RECURSOS DA CONTRAPARTIDA"
"07104896000106";"AERO CLUBE DO CEARA";"717887";"Ministério de Portos e Aeroportos - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"07368075000179";"COOPERATIVA DE PRODUCAO AUDIOVISUAL";"566958";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"01065631000151";"ASSOCIACAO BRASILEIRA DE TURISMO RURAL";"752334";"Ministério do Turismo - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"01065631000151";"ASSOCIACAO BRASILEIRA DE TURISMO RURAL";"704324";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"11844647000116";"FEDERACAO DAS COMUNIDADES DE MATRIZ AFRICANA DO MARANHAO - AUCAC";"786971";"Ministério da Cultura - Unidades com vínculo direto";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"11844647000116";"FEDERACAO DAS COMUNIDADES DE MATRIZ AFRICANA DO MARANHAO - AUCAC";"801482";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05406571000144";"FEDERACAO DE BASQUETEBOL DO DISTRITO FEDERAL - FBDF";"555676";"Ministério do Esporte - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"01231633000173";"ASSOCIACAO DA CASA FAMILIAR RURAL DE RIO DO SUL";"588460";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"07320173000136";"SOCIEDADE RELIGIOSA ILE OXUM AXE OPO AFONJA ONI XANGO";"725562";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"07320173000136";"SOCIEDADE RELIGIOSA ILE OXUM AXE OPO AFONJA ONI XANGO";"718543";"Ministério da Cultura - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"51619906000120";"CENTRO DE PREVENCAO E REABIL DE DEFICIENCIA DA VISAO";"836547";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"51619906000120";"CENTRO DE PREVENCAO E REABIL DE DEFICIENCIA DA VISAO";"836912";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"97002638000101";"ASSOC PROF TEC CINEMAT RGS BRASILEIRA DOCUMENTARISTAS";"489326";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"43156728000110";"GREMIO RECREATIVO CULTURAL SOCIAL ESCOLA DE SAMBA UNIDOS DE VILA MARIA";"524713";"Ministério da Cultura - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03185191000100";"ACAO BRASIL PARA TODOS";"749543";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"30960629000144";"ASSOCIACAO RECREATIVA E CULT MOCIDADE UNIDA DA GLORIA";"599890";"Ministério do Turismo - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"08116671000124";"CENTRO CULTURAL ILE DE BAMBA";"748261";"Ministério do Esporte - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"37113842000160";"GRUPO DE TRABALHO AMAZONICO GTA";"573783";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37113842000160";"GRUPO DE TRABALHO AMAZONICO GTA";"493834";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"37113842000160";"GRUPO DE TRABALHO AMAZONICO GTA";"520518";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
